address;postal_code;city;url;x;y
Fabriekstraat 24;5753AH;Deurne;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-deurne-fabriekstraat-24-7-569a5e1109684d0fbe71961ee0f913df.html;5.7927759;51.4549023
1e Jerichostraat 18-20;3061GE;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-1e-jerichostraat-4ee84e882c0d43f58fe4dac1e71970c7.html;4.5088247;51.9290669
Stadionplein 2;5616RX;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-philips-stadion-bb14278febde44509ff14acaad2ba1bb.html;5.4688161;51.4413998
Nieuwstraat 23;2651CG;Berkel En Rodenrijs;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-berkel-en-rodenrijs-nieuwstraat-24-7-0baa1b513de94387b07752255a36f858.html;4.4786145;51.9938624
Rijksboom 4;3071AX;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-rijksboom-157027d7778b4483bf596442c98c3c0c.html;4.5011196;51.9100786
Limburglaan 36;5652AA;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-limburglaan-24-7-fb77e9bc33214a63bb3854c8eeb5320e.html;5.4528962;51.4323594
Aalsterweg 135;5644RA;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-aalsterweg-24-7-55ceacc9b7f94b15b25eb0f1cfbd47d3.html;5.4859926;51.4233358
Ambachtsweg 7B;2222AH;Katwijk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-katwijk-ambachtsweg-24-7-ae7bb33eab5f4a7e9da53a235cfe9602.html;4.4297694;52.2017267
Lijnbaan 45;3012EK;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-lijnbaan-24-7-6ef5e46e24994cc5abcd79523d3f1303.html;4.4756631;51.9227087
J.J.P. Oudweg 19;1703DE;Heerhugowaard;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerhugowaard-j.j.p.-oudweg-24-7-9ae2a2f15ef84e34952fea17e25a0721.html;4.8111159;52.6631238
Jan Ligthartstraat 95;3083AL;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-jan-ligthartstraat-64a8a755cd5f4144ab4929dab9bc6ea9.html;4.4958485;51.8854941
Delftseplein 28;3013AA;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-delftseplein-24-7-9375c7a0b95c450daeacbf225353e2b0.html;4.4730864;51.9249838
Oosterweezenstraat 15;1823CN;Alkmaar;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-alkmaar-oosterweezenstraat-57f3e60ff60641c6878d282f659f4861.html;4.751788;52.6350701
Teteringsedijk 297;4817ME;Breda;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-breda-teteringsedijk-24-7-ff7ad1857ed64304a3afbb2338d4c026.html;4.807743;51.5962361
Lange Kruisweg 7B;5503RA;Veldhoven;https://www.basic-fit.com/nl-nl/sportschool/bf-veldhoven-lange-kruisweg-967d3b0cc7834ee7ae72f99e65a9f065.html;5.4068066;51.4144416
Westzeedijk 387;3024EK;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-westzeedijk-d65d6f23803a44339c95ef2ecd4bd063.html;4.4620021;51.906442
Sint-Jobskade 142;3024EN;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-sint-jobskade-66872bf219e04d3b9b262b0e67c88209.html;4.4627219;51.904675
Chasseveld 15;4811DH;Breda;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-breda-chasseveld-24-7-d3def195703b4c319226c6062e05e594.html;4.7851819;51.5893385
Terborchlaan 299;1816MH;Alkmaar;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-alkmaar-terborchlaan-24-7-439e7821b97d4a34b915b1196b71d8ca.html;4.7145587;52.6335706
Plompertstraat 90;3087BD;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-plompertstraat-24-7-5a38f0a3480a4567a8d78af3f8960f6e.html;4.4601443;51.8880888
Dorpslaan 428;3084LL;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-dorpslaan-24-7-adc0547b261a4bbc8b622e585ea9f29b.html;4.4686216;51.8683651
Kiekendiefstraat 35;2496RP;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/bf-den-haag-kiekendiefstraat-0c64a2bdb5374482b2142dcd3e5f42cf.html;4.3863997;52.0517263
Ettensebaan 17-A5;4812XA;Breda;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-breda-ettensebaan-24-7-ab6a820faf2249358d86668997130a2d.html;4.7442772;51.5820059
De Brauwweg 46;3125AE;Schiedam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-schiedam-de-brauwweg-24-7-18ddaceffaa94520a95d71f6dd77d5fe.html;4.4064351;51.9282094
Mgr. van Steelaan 418;2273GC;Voorburg;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-voorburg-mgr.-van-steelaan-abd27118262b4a55b480856eeab949e2.html;4.3632592;52.0801852
Lansinkesweg 2;7553AE;Hengelo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hengelo-lansinkesweg-24-7-f95fb7df36f8437a9ab4761dfcd3077d.html;6.7905843;52.2614573
Leeuwenstein  8-10;2627AM;Delft;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-delft-leeuwenstein-24-7-c607440325d543baa6b53f346a1b3d79.html;4.3618783;52.0010243
Industriestraat 16;2624BB;Delft;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-delft-industriestraat-d235370fd81246b19ec113fa270d4db3.html;4.3552008;52.0011951
Prinses Beatrixlaan 4;3121JN;Schiedam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-schiedam-prinses-beatrixlaan-24-7-be212edf0b1742e4a8e2875c3f0a3acb.html;4.37916;51.9274489
Colosseum 86;7521PT;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-colosseum-cd7fb7c2e6db462793e3680ff6cfa75e.html;6.832882;52.2387924
Stationsplein 51;2516LR;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-stationsplein-hofwijckstraat-24-7-8924e8bf2271404aaa6d55806e886e0f.html;4.3235546;52.0706999
Handwerkstraat 14;5554CV;Valkenswaard;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-valkenswaard-handwerkstraat-2813587f1283422c867ab9b8178fba01.html;5.4595522;51.3536635
Grote Marktstraat 157;2511BJ;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-grote-marktstraat-2ab7d2003a8c416389c85ec5645bfab7.html;4.314494;52.0771709
Grote Marktstraat 40;2511BJ;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-grote-marktstraat-ladies-4b8e0074d3b645f8aae2b4bd9e866304.html;4.3122954;52.0767769
Bogaardplein 3;2284DP;Rijswijk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rijswijk-bogaardplein-24-7-fb452142b3254d51ad00f62c50b0b49c.html;4.3173015;52.0359916
Vijfhuizenweg 15;4871EE;Etten-Leur;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-etten-leur-vijfhuizenweg-24-7-72c678240667435ea17069c8016645f9.html;4.6618562;51.5829016
Hoogstraat 219;3131BB;Vlaardingen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-vlaardingen-hoogstraat-24-7-69a95dc34ba44754a272551423b219b9.html;4.3428315;51.9085704
Sylvain Poonsstraat 10;2548XX;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-sylvain-poonsstraat-24-7-310eeb01c94c4b7bb074c30be2a17d51.html;4.3024098;52.0175488
Marthalaan 16;3194EH;Hoogvliet;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hoogvliet-marthalaan-7a0fa48c5bf44820a48bb99d53bfa477.html;4.3596136;51.8678889
Wesselerbrinklaan 100-102;7544JZ;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-wesselerbrinklaan-24-7-a49ebd1b9e4f481f9aeb0dda36008025.html;6.8783515;52.1953941
Mr. P. Droogleever Fortuynweg 99;2533SP;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-zuiderpark-3b5cd91245f8485499fd85ce890463c2.html;4.2884825;52.0527901
Gevers Deynootweg 93;2586BK;Scheveningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-scheveningen-gevers-deynootweg-2aa89c55ecbc4fb6ad9ca74c9fdf4547.html;4.2822496;52.1117534
Duymaer van Twistweg 6;7909CB;Hoogeveen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hoogeveen-duymaer-van-twistweg-24-7-eda9b5f922664781b01fc6c93d6337e6.html;6.4540364;52.724875
Middenbaan Noord 44-46;3191EH;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-hoogvliet-middenbaan-noord-24-7-e60043f4b5a74b8dbef6135d90080005.html;4.3561543;51.8672277
Noordweg 44a;2548AC;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-noordweg-7167b5d8f87249689e06873b5450ccb7.html;4.2786337;52.0342183
J J van Deinselaan 10;7541BR;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-j-j-van-deinselaan-24-7-50d6c2b26e904eb7844cee1244e36b88.html;6.8986239;52.2071514
Pesserstraat 33;7901LB;Hoogeveen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hoogeveen-pesserstraat-24-7-75703368004c4e6697dc4cba1e66a681.html;6.475873;52.7345006
Oosterstraat 1;7514DX;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-oosterstraat-24-7-477bca9417844b78bdccffcacda19312.html;6.9003798;52.2240718
Groeneweg 1a;1741TZ;Schagen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-schagen-groeneweg-cb8c007be43b404eae7ec44171f2e1fa.html;4.7869462;52.7972012
De Werf 27;2544EH;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-de-werf-24-7-5dd81027361041d08053c51450401e36.html;4.242678;52.0436081
A.M. de Jongstraat 6;3202AD;Spijkenisse;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-spijkenisse-a.m.-de-jongstraat-24-7-ec97c919556b46da9b3d4ab28abfc90d.html;4.312606;51.8536773
Drie Decembersingel 44B;5921AC;Venlo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venlo-drie-decembersingel-24-7-5a8a2b4310964c789eed6626f284f311.html;6.1373125;51.3697478
Nijmeegseweg  8;5916PT;Venlo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venlo-nijmeegseweg-24-7-618a7f4e04b84ff797c295c8061b7100.html;6.1847735;51.3830038
It Hege Stik 3;8445PZ;Heerenveen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerenveen-it-hege-stik-24-7-8f2fffb2792949a4853a3180552b01af.html;5.9286394;52.9458411
Nagelstraat 40;7571AJ;Oldenzaal;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-oldenzaal-nagelstraat-24-7-0b1aa0b2872048f88a94330e6fd2d04f.html;6.9271742;52.3137111
Elektraweg 2a;3144CB;Maassluis;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maassluis-elektraweg-24-7-7d68669d02224e969b67b90312c564ef.html;4.2480117;51.9252401
Van Pontstraat  20a;5913VK;Venlo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venlo-van-pontstraat-d4cdf47b248f49e6ab4bf8dd9edcf9ad.html;6.1820072;51.3676471
Gildestraat 227 B;2671BW;Naaldwijk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-naaldwijk-gildestraat-24-7-4690447109e14af7b8e04d12827d7b0b.html;4.2078688;52.0034874
Maaspoort 54;6001BR;Weert;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-weert-maaspoort-12cb8cb9caa046bf98fb5071e736ef82.html;5.7127423;51.2507001
Molenbelt 1;7741HK;Coevorden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-coevorden-friesestraat-24-7-ddfe650dcdf24fb4b229c5c32d411340.html;6.7387086;52.6633442
Alexanderstraat 3;8606VP;Sneek;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-sneek-alexanderstraat-24-7-b7f4ecf1c2514754bbc2c51ff2396d12.html;5.672939;53.0239454
’t Zand 3;4707VX;Roosendaal;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-roosendaal-t-zand-24-7-d5c0eb7440b847309d4192022abf9a9b.html;4.4812979;51.5209386
De Stok 12;4703SZ;Roosendaal;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-roosendaal-de-stok-6e45d4099bbe4fd7898c8f154169115c.html;4.4351481;51.5374607
Industrieweg 14b;1785AG;Den Helder;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-helder-industrieweg-24-7-eb1c3404fc9f49f184d8b1b3913269ca.html;4.7752855;52.9439688
Oranjelaan 101;6043JK;Roermond;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-roermond-oranjelaan-24-7-300b3a8dcaf742a69fc4069f74873d3d.html;6.0143596;51.1920971
Bastionweg 30;4614RM;Bergen Op Zoom;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-bergen-op-zoom-bastionweg-24-7-6d38e42680194dadb1d6221e9eea4b91.html;4.3057968;51.5053458
Omloop 48;9201CC;Drachten;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-drachten-omloop-24-7-f07188bba81a4f13a5e98b5b5ed370a9.html;6.0818853;53.1097086
Burgemeester Van de Laarstraat 9;4615PB;Bergen Op Zoom;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-bergen-op-zoom-markiezaatsweg-24-7-6f6e3dd86d3141f0b2c3c4a77119a82d.html;4.2768563;51.4919582
Wembley  3;7825SJ;Emmen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-emmen-wembley-24-7-31d80dc1f8ed4b9cb0a69e255c5293d1.html;6.9405117;52.7747002
Bislett 11;7825SB;Emmen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-emmen-bislett-24-7-a9e584bd3a814fe58c3775a6eec3b524.html;6.9423795;52.7779099
Zaagmolen 29;9401BR;Assen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-assen-zaagmolen-fa3e2d1b3f9643a59b1bc7ba0e483953.html;6.5632435;52.9975646
Nijverheidsweg 1;9403VN;Assen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-assen-nijverheidsweg-24-7-e31314ba0798488f9e603780e29d8f62.html;6.5902679;53.0106055
Zuidersingel 8;8911AV;Leeuwarden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-leeuwarden-zuidersingel-24-7-f7832d4b48c24d268a758f882776ba29.html;5.7904514;53.1969879
De Centrale 29;8924CZ;Leeuwarden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-leeuwarden-de-centrale-24e1b37dc4b84042acd67e18631ed730.html;5.8209773;53.2020964
Tijsmaweg 4;8924JP;Leeuwarden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-leeuwarden-tijsmaweg-24-7-d572530ef46541b098e88d499223f757.html;5.8299151;53.2117289
Limbrichterweg 78;6135GJ;Sittard;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-sittard-limbrichterweg-24-7-cf5e0cce20094033baec37bbe7ace142.html;5.8461863;51.0068369
Rijksweg Noord 125;6162AE;Geleen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-geleen-rijksweg-noord-24-7-451f8689a67e415db742e13ee2274d1e.html;5.8400177;50.9776441
Haefland 2;6441PA;Brunssum;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-brunssum-haefland-24-7-3938e171b7444babb087b9da445c0cd1.html;5.972831;50.9583968
v.d. Spiegelstraat 82-94;4461LN;Goes;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-goes-v.d.-spiegelstraat-24-7-1bf9797ba96c4a2c83f6b4e4adf6d753.html;3.8894133;51.5013191
Klein Frankrijk 11;4461ZN;Goes;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-goes-klein-frankrijk-24-7-febb79a23ec1488db2f73d141e8a7566.html;3.8779858;51.5063341
Van Imhoffstraat 2;9721CP;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-van-imhoffstraat-24-7-80ca22f7559544c88a20c1d3e41531f6.html;6.5779452;53.1980758
Protonstraat 12D;9743AL;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-protonstraat-24-7-f8ec46f888ff4b1c8b1da99757745107.html;6.5344344;53.214996
Westerhaven 64;9718AC;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-westerhaven-24-7-783c23e3613a4e8b8dd325a3f7251a13.html;6.5571995;53.2153867
Vismarkt 27A;9712CA;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-vismarkt-490df175a9c94ff599fb3e4a1734d96e.html;6.5647872;53.2175648
Ten Esschen 100;6412PR;Heerlen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerlen-ten-esschen-24-7-32f2945a75c64112a48b3f01373b5c6d.html;5.935765;50.9001632
Antillenstraat 7E;9714JT;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-antillenstraat-2a1454ad0ae0408dbd13b9654b157004.html;6.5810646;53.234305
Pater Beatusstraat 3;6411TR;Heerlen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerlen-pater-beatusstraat-5b2acebb0d1b41319a079840a6a40078.html;5.9702196;50.888186
Bosscherweg 161;6219AA;Maastricht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-bosscherweg-24-7-a469164bc2f64c05a7174663a9e1da65.html;5.688225;50.8628217
Stadionplein 10;6225XW;Maastricht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-stadionplein-24-7-158303ca2e9e4952a9bc1e451173c788.html;5.7166979;50.85719
Porseleinstraat 3;6216BP;Maastricht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-porseleinstraat-24-7-6cb4fe265c79404aa42879dc1ad4839f.html;5.6635501;50.8517272
Roda J.C. Ring 95;6466NH;Kerkrade;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-kerkrade-roda-j.c.-ring-7bf8decb8de74cec84b34d64782025aa.html;6.0045983;50.8566552
Marktstraat 51;6461CV;Kerkrade;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-kerkrade-marktstraat-24-7-e2a592e489a34413ae1d9cf379dc3d99.html;6.0654132;50.8635972
Spekhofstraat  24a;6466LZ;Kerkrade;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-kerkrade-spekhofstraat-24-7-49075b5ba983417daa3e40c86de6eedf.html;6.0201055;50.8553874
Axelsestraat 165;4537AH;Terneuzen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-terneuzen-axelsestraat-24-7-c0dd075f918242bab395e39f3900eedf.html;3.8357436;51.3271334
Podium 9;4337WV;Middelburg;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-middelburg-podium-24-7-d6e5401ad4664a28a194d34e5f3a78e5.html;3.6337401;51.4805938
Baskensburgplein 2;4383NE;Vlissingen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-vlissingen-baskensburgplein-24-7-85288408e2db43ff919a53083dcf56ae.html;3.5808309;51.4562177
Wegalaan 60;2132JC;Hoofddorp;https://www.basic-fit.com/nl-nl/sportschool/bf-%40home-nl-537e2b8f35bf4ae98dff82c37695c4bf.html;4.70755;52.2931169
Hibbertsstraat 5;7481HS;Haaksbergen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-haaksbergen-hibbertsstraat-94a30eddf1d44d4a8ac7006cc01fe130.html;6.7408941;52.1550788
